video_no,frame,timestamp_ms,good,x0,y0,z0,visibility0,x1,y1,z1,visibility1,x2,y2,z2,visibility2,x3,y3,z3,visibility3,x4,y4,z4,visibility4,x5,y5,z5,visibility5,x6,y6,z6,visibility6,x7,y7,z7,visibility7,x8,y8,z8,visibility8,x9,y9,z9,visibility9,x10,y10,z10,visibility10,x11,y11,z11,visibility11,x12,y12,z12,visibility12,x13,y13,z13,visibility13,x14,y14,z14,visibility14,x15,y15,z15,visibility15,x16,y16,z16,visibility16,x17,y17,z17,visibility17,x18,y18,z18,visibility18,x19,y19,z19,visibility19,x20,y20,z20,visibility20,x21,y21,z21,visibility21,x22,y22,z22,visibility22,x23,y23,z23,visibility23,x24,y24,z24,visibility24,x25,y25,z25,visibility25,x26,y26,z26,visibility26,x27,y27,z27,visibility27,x28,y28,z28,visibility28,x29,y29,z29,visibility29,x30,y30,z30,visibility30,x31,y31,z31,visibility31,x32,y32,z32,visibility32
IMG_9681 2,1,33,good,0.5287348031997681,0.4496111273765564,-0.16326700150966644,0.9999933242797852,0.5310357213020325,0.4434884786605835,-0.1338363140821457,0.9999933242797852,0.5333492755889893,0.4437562823295593,-0.1338837891817093,0.9999918937683105,0.5355082154273987,0.44402015209198,-0.13390935957431793,0.9999922513961792,0.520751416683197,0.4424896836280823,-0.15848541259765625,0.9999897480010986,0.5157976150512695,0.44206923246383667,-0.1584932655096054,0.9999878406524658,0.5100420713424683,0.44148093461990356,-0.15850496292114258,0.9999876022338867,0.530046820640564,0.4472593069076538,0.04013502225279808,0.9999836683273315,0.4919000566005707,0.443570613861084,-0.07232211530208588,0.9999920129776001,0.5299839377403259,0.4583451747894287,-0.09543921798467636,0.9999934434890747,0.5181613564491272,0.4570576250553131,-0.12818938493728638,0.9999947547912598,0.5424070358276367,0.49654385447502136,0.16389723122119904,0.9999698400497437,0.44705629348754883,0.48138415813446045,-0.0571388341486454,0.9999645948410034,0.5373353362083435,0.5529433488845825,0.04906384274363518,0.8437663912773132,0.42865386605262756,0.5313897728919983,-0.18838511407375336,0.9908083081245422,0.5770632028579712,0.5301288366317749,-0.263738751411438,0.9727098345756531,0.5051375031471252,0.5263343453407288,-0.32235682010650635,0.9921908974647522,0.5895915031433105,0.5222325921058655,-0.32622480392456055,0.9546821713447571,0.5221997499465942,0.5235174894332886,-0.3688177168369293,0.9810627102851868,0.5891311764717102,0.5168168544769287,-0.3365761637687683,0.9569218158721924,0.5243374109268188,0.5158976912498474,-0.36388903856277466,0.9790453910827637,0.5825960040092468,0.5189704895019531,-0.2785584628582001,0.9407795071601868,0.5193503499031067,0.5167145729064941,-0.3200162947177887,0.9660241603851318,0.5149907469749451,0.6045452952384949,0.054739490151405334,0.999841570854187,0.44186127185821533,0.5997009873390198,-0.054579898715019226,0.9997603297233582,0.5249686241149902,0.6896821856498718,0.012333338148891926,0.990314781665802,0.3963717222213745,0.681370198726654,-0.05288063734769821,0.9926884770393372,0.5484678149223328,0.7720900177955627,0.20090462267398834,0.9883558750152588,0.3401409387588501,0.7560179829597473,0.16681763529777527,0.9892683625221252,0.5420028567314148,0.7824134826660156,0.20964384078979492,0.8985915184020996,0.3275766372680664,0.7605607509613037,0.17979653179645538,0.8107548356056213,0.5705111026763916,0.799160361289978,0.03389068320393562,0.9789279699325562,0.336124062538147,0.7848097085952759,-0.008041517809033394,0.9801473617553711
IMG_9681 2,2,66,good,0.5287176966667175,0.4496140778064728,-0.13400767743587494,0.9999924302101135,0.5309281349182129,0.4434853494167328,-0.10276486724615097,0.9999926090240479,0.5331931710243225,0.4437561333179474,-0.10280223190784454,0.9999911189079285,0.5352887511253357,0.44402071833610535,-0.10280919820070267,0.9999914765357971,0.5207182765007019,0.4424762427806854,-0.1299424171447754,0.9999884366989136,0.5157820582389832,0.44205665588378906,-0.12994936108589172,0.9999862909317017,0.510047435760498,0.4414769411087036,-0.12995731830596924,0.9999861121177673,0.5293036103248596,0.44725915789604187,0.07257509231567383,0.999980628490448,0.4919023811817169,0.44362673163414,-0.052484527230262756,0.9999911785125732,0.5299825072288513,0.45820972323417664,-0.06619256734848022,0.9999921917915344,0.5181711316108704,0.45691755414009094,-0.10237257927656174,0.9999939799308777,0.5420272946357727,0.4970230758190155,0.19569586217403412,0.9999687671661377,0.4456756114959717,0.48137977719306946,-0.03724457323551178,0.9999635219573975,0.534255862236023,0.5561410784721375,0.08367945998907089,0.8337010145187378,0.4268849194049835,0.5330460667610168,-0.1166081577539444,0.9906010031700134,0.5762418508529663,0.530558705329895,-0.24580954015254974,0.9715733528137207,0.5033974051475525,0.5273635387420654,-0.18017277121543884,0.9918933510780334,0.589604377746582,0.5227009654045105,-0.3110719323158264,0.953533411026001,0.5205228328704834,0.5242083668708801,-0.21647249162197113,0.9804434180259705,0.5891677737236023,0.5170650482177734,-0.32267144322395325,0.9559069871902466,0.5215782523155212,0.516627311706543,-0.21758700907230377,0.9783912897109985,0.5826486349105835,0.5192083120346069,-0.2623317241668701,0.9396055340766907,0.5170605182647705,0.5179171562194824,-0.17804290354251862,0.9651698470115662,0.5142029523849487,0.6041955351829529,0.059224534779787064,0.9998438358306885,0.44116121530532837,0.5996129512786865,-0.05903803929686546,0.9997588992118835,0.5246424078941345,0.6890789866447449,0.020410019904375076,0.9903056025505066,0.39621102809906006,0.6803179979324341,-0.05337122455239296,0.9927112460136414,0.5464248657226562,0.7720147371292114,0.1988585740327835,0.9886682629585266,0.3397067189216614,0.7552531957626343,0.16931599378585815,0.9891034364700317,0.5369693040847778,0.7820129990577698,0.2059863805770874,0.9005752801895142,0.3275754153728485,0.7605611085891724,0.18272115290164948,0.8080902695655823,0.5707274675369263,0.799027144908905,0.02801704593002796,0.979283332824707,0.3363393247127533,0.7830544114112854,-0.004430942237377167,0.9799513816833496
IMG_9681 2,3,99,good,0.5282713174819946,0.4496106505393982,-0.15313418209552765,0.9999921917915344,0.5303930640220642,0.4434794783592224,-0.12151314318180084,0.999992311000824,0.5326201915740967,0.4437551498413086,-0.12154211848974228,0.9999908208847046,0.5346611738204956,0.4440208375453949,-0.12152227014303207,0.9999911785125732,0.5204814076423645,0.4424137771129608,-0.1481887847185135,0.9999880790710449,0.5154784321784973,0.4419488310813904,-0.1481947898864746,0.9999858736991882,0.509854257106781,0.44133853912353516,-0.1482032835483551,0.9999857544898987,0.5280836224555969,0.44725239276885986,0.05460219830274582,0.9999791979789734,0.4916051924228668,0.4434661269187927,-0.06886693090200424,0.9999907612800598,0.5293412208557129,0.4580909013748169,-0.08565676957368851,0.999991774559021,0.5178118944168091,0.4567132890224457,-0.12127069383859634,0.9999937415122986,0.540256679058075,0.4970197081565857,0.18031665682792664,0.9999674558639526,0.4427492618560791,0.48145970702171326,-0.04344085231423378,0.9999627470970154,0.5330178737640381,0.5561779737472534,0.07949170470237732,0.8311343789100647,0.4247444272041321,0.5343377590179443,-0.13765354454517365,0.99079430103302,0.5759254693984985,0.5307534337043762,-0.2539970576763153,0.9714288115501404,0.5002822279930115,0.5276243686676025,-0.2135583758354187,0.9921114444732666,0.5895577669143677,0.5229371190071106,-0.3180024027824402,0.953311562538147,0.5175290703773499,0.5240220427513123,-0.2589367926120758,0.9808973073959351,0.5891534090042114,0.517402172088623,-0.3297736942768097,0.9557289481163025,0.5183452367782593,0.5165841579437256,-0.2570447325706482,0.9788963794708252,0.5826478004455566,0.5194788575172424,-0.2702283263206482,0.9393059015274048,0.5142084956169128,0.5179160833358765,-0.21256791055202484,0.9659449458122253,0.5132559537887573,0.60416579246521,0.05904676020145416,0.9998427033424377,0.4402654767036438,0.5996231436729431,-0.058859724551439285,0.999753475189209,0.5243074893951416,0.6887721419334412,0.021117493510246277,0.9903748035430908,0.3960290849208832,0.6802769303321838,-0.04203811287879944,0.9926803708076477,0.5459193587303162,0.771277666091919,0.20172950625419617,0.9888795614242554,0.3389900028705597,0.7547903656959534,0.19929340481758118,0.9888389706611633,0.5354968309402466,0.7812303900718689,0.20914308726787567,0.9006674289703369,0.32603341341018677,0.7602629661560059,0.21464426815509796,0.803748607635498,0.5703849792480469,0.7988144755363464,0.029223008081316948,0.9796058535575867,0.33772292733192444,0.7817459106445312,0.027024876326322556,0.9797090291976929
IMG_9681 2,4,132,good,0.5281181335449219,0.4499126672744751,-0.16431887447834015,0.9999910593032837,0.5298963189125061,0.44364404678344727,-0.1338953673839569,0.9999911189079285,0.5319433808326721,0.44392743706703186,-0.13393352925777435,0.99998939037323,0.5337234735488892,0.4441984295845032,-0.13391965627670288,0.9999897480010986,0.5204290151596069,0.44256794452667236,-0.16224758327007294,0.999986469745636,0.515469491481781,0.4420905113220215,-0.16225922107696533,0.9999840259552002,0.5098501443862915,0.4414874017238617,-0.1622982621192932,0.9999839663505554,0.5260511636734009,0.4472905993461609,0.04363367334008217,0.9999745488166809,0.49150797724723816,0.44348469376564026,-0.08703313767910004,0.9999896287918091,0.5287781357765198,0.4581872522830963,-0.09543922543525696,0.9999904632568359,0.5177455544471741,0.4568621814250946,-0.133192777633667,0.9999929666519165,0.5386606454849243,0.49690914154052734,0.17999543249607086,0.9999651312828064,0.44074955582618713,0.48144710063934326,-0.0659879669547081,0.9999624490737915,0.5318824648857117,0.5560758709907532,0.07324092835187912,0.8251828551292419,0.421627402305603,0.5346100330352783,-0.17714422941207886,0.9910895824432373,0.5743154883384705,0.5307462811470032,-0.2595822513103485,0.9706268310546875,0.49790942668914795,0.5277042984962463,-0.3024330139160156,0.9924108982086182,0.5885258913040161,0.5231004357337952,-0.32281333208084106,0.9523693919181824,0.5150998830795288,0.5240188241004944,-0.3488517999649048,0.9815773963928223,0.588202953338623,0.5175228118896484,-0.3358018696308136,0.9548884630203247,0.5158153772354126,0.5166403651237488,-0.3469224274158478,0.9796522855758667,0.5817682147026062,0.5195135474205017,-0.27632495760917664,0.9381717443466187,0.5118821859359741,0.5180519223213196,-0.3005373179912567,0.9670350551605225,0.5113815665245056,0.6041607856750488,0.06154031306505203,0.9998407959938049,0.4388594329357147,0.599673330783844,-0.06138662248849869,0.9997473955154419,0.5232231020927429,0.6885472536087036,0.022239767014980316,0.9902473092079163,0.3948308527469635,0.6799746155738831,-0.043299946933984756,0.9926151037216187,0.5454708933830261,0.7712815403938293,0.20118963718414307,0.9889956116676331,0.33745092153549194,0.7544022798538208,0.1941629946231842,0.9886389970779419,0.534657895565033,0.7812409400939941,0.20829296112060547,0.9025139808654785,0.32546746730804443,0.7601922154426575,0.20900152623653412,0.8023514747619629,0.5706779360771179,0.798815131187439,0.02916150912642479,0.9798359870910645,0.33757108449935913,0.7804843187332153,0.021733667701482773,0.9795333743095398
IMG_9681 2,5,166,good,0.5275689959526062,0.4499832093715668,-0.15980418026447296,0.9999905228614807,0.5290945172309875,0.4436769187450409,-0.12930656969547272,0.9999906420707703,0.5311074256896973,0.44397029280662537,-0.12934353947639465,0.9999887943267822,0.5328264236450195,0.44425341486930847,-0.12933743000030518,0.9999891519546509,0.5198845267295837,0.4425979256629944,-0.1564435362815857,0.9999855756759644,0.5149782299995422,0.44212067127227783,-0.15644949674606323,0.999983012676239,0.5093046426773071,0.44152599573135376,-0.15647092461585999,0.9999829530715942,0.5251166820526123,0.44730693101882935,0.04730028659105301,0.9999728798866272,0.49093595147132874,0.44349053502082825,-0.07813309878110886,0.9999889135360718,0.528117835521698,0.458224892616272,-0.09129621088504791,0.9999898076057434,0.5173102021217346,0.456924706697464,-0.1276063323020935,0.9999924898147583,0.5383040904998779,0.49702024459838867,0.1787252277135849,0.999964714050293,0.4396201968193054,0.4814494848251343,-0.056663841009140015,0.999961793422699,0.5314263701438904,0.5573264956474304,0.07171906530857086,0.8239869475364685,0.4193660020828247,0.5345414280891418,-0.1712387651205063,0.9912667870521545,0.5733218193054199,0.5307431221008301,-0.2521877586841583,0.9707731008529663,0.49670642614364624,0.5276962518692017,-0.2969415783882141,0.992588996887207,0.5876500010490417,0.5231043100357056,-0.3142210841178894,0.9526001811027527,0.5140360593795776,0.5236308574676514,-0.3423965275287628,0.9819464683532715,0.5871474146842957,0.5175250768661499,-0.326154500246048,0.9551071524620056,0.514967679977417,0.5164514780044556,-0.33879655599594116,0.9800599813461304,0.5808044672012329,0.5195050835609436,-0.2680204212665558,0.9384666085243225,0.5110078454017639,0.5180249214172363,-0.2945754826068878,0.9676612019538879,0.5094194412231445,0.6041616201400757,0.06129509210586548,0.9998440742492676,0.4367835223674774,0.5996768474578857,-0.061140768229961395,0.9997493624687195,0.5220075845718384,0.6884351372718811,0.021743446588516235,0.9903682470321655,0.39369997382164,0.6799835562705994,-0.04325304180383682,0.9927072525024414,0.5442780256271362,0.7709776759147644,0.20388542115688324,0.9892290234565735,0.3370572626590729,0.7543507218360901,0.19774772226810455,0.9886322021484375,0.5333929061889648,0.7807906270027161,0.21175816655158997,0.9036941528320312,0.3249850273132324,0.7602339386940002,0.2131706029176712,0.8011397123336792,0.5706042647361755,0.7987041473388672,0.033150769770145416,0.9801124930381775,0.3373284339904785,0.7800639867782593,0.027174824848771095,0.97955721616745
IMG_9681 2,6,199,good,0.5271239280700684,0.4505311846733093,-0.17024372518062592,0.9999904036521912,0.5285177826881409,0.4439679682254791,-0.1399853378534317,0.9999905228614807,0.5304808616638184,0.44427114725112915,-0.14002548158168793,0.9999886751174927,0.5321230888366699,0.44455569982528687,-0.1400250792503357,0.9999890327453613,0.5195982456207275,0.4428277313709259,-0.16713109612464905,0.9999854564666748,0.5146672129631042,0.4423011541366577,-0.16713011264801025,0.9999828338623047,0.5090369582176208,0.4416888356208801,-0.16714908182621002,0.9999827742576599,0.5242347717285156,0.44748827815055847,0.0367395356297493,0.9999719262123108,0.4904930889606476,0.4435942471027374,-0.08890951424837112,0.9999887943267822,0.5274857878684998,0.45860037207603455,-0.10174396634101868,0.9999896287918091,0.5168861150741577,0.45728635787963867,-0.1381615251302719,0.9999924302101135,0.5373944640159607,0.49710509181022644,0.1704091727733612,0.9999639987945557,0.4386816620826721,0.4814770519733429,-0.06691241264343262,0.9999618530273438,0.5314047932624817,0.5580635070800781,0.06178353726863861,0.8223114013671875,0.41806426644325256,0.534938395023346,-0.17176656424999237,0.9914731383323669,0.5729919672012329,0.5308111310005188,-0.27596282958984375,0.9708945751190186,0.49625691771507263,0.5277909636497498,-0.2870764434337616,0.9927322268486023,0.5872642993927002,0.5231025218963623,-0.3397890031337738,0.9527197480201721,0.5136622190475464,0.5236296057701111,-0.32968300580978394,0.9822260141372681,0.5863545536994934,0.5174784064292908,-0.35114747285842896,0.9551999568939209,0.5146129131317139,0.5164676308631897,-0.32621124386787415,0.980355978012085,0.5801090002059937,0.5194170475006104,-0.2917955219745636,0.9385887980461121,0.5110029578208923,0.5180702209472656,-0.28401562571525574,0.9680610299110413,0.5087811350822449,0.604223906993866,0.06280751526355743,0.9998416304588318,0.43638986349105835,0.5997914671897888,-0.06268530339002609,0.9997446537017822,0.5210565328598022,0.6882897615432739,0.03501002863049507,0.9902348518371582,0.3933936059474945,0.6803383827209473,-0.04979358986020088,0.9928759336471558,0.5413467288017273,0.770411491394043,0.2289840579032898,0.9893437027931213,0.3362791836261749,0.754518985748291,0.18232613801956177,0.988804280757904,0.5291070342063904,0.780636727809906,0.2382824867963791,0.9060274958610535,0.32471227645874023,0.7602566480636597,0.19715158641338348,0.8028144836425781,0.570584774017334,0.7987176179885864,0.06714896112680435,0.9803723692893982,0.3374636769294739,0.7802039980888367,0.011085562407970428,0.9798480272293091
IMG_9681 2,7,232,good,0.5265889763832092,0.4507388174533844,-0.1732141226530075,0.9999902844429016,0.5278606414794922,0.4440942704677582,-0.14317083358764648,0.9999904632568359,0.5297592878341675,0.44439366459846497,-0.1432138830423355,0.9999886155128479,0.5313359498977661,0.44466719031333923,-0.14321477711200714,0.9999889731407166,0.5191183686256409,0.44295328855514526,-0.17055770754814148,0.99998539686203,0.5142565965652466,0.44242292642593384,-0.17056094110012054,0.9999827742576599,0.5086467266082764,0.44181033968925476,-0.17058312892913818,0.9999826550483704,0.5234076976776123,0.44750306010246277,0.033432573080062866,0.9999710321426392,0.49006387591362,0.44366076588630676,-0.09304244071245193,0.9999887943267822,0.5268287062644958,0.4587549567222595,-0.10468241572380066,0.99998939037323,0.5164068937301636,0.45746558904647827,-0.14129136502742767,0.999992311000824,0.5367556810379028,0.4970768690109253,0.1696527600288391,0.9999629855155945,0.43863755464553833,0.4815031588077545,-0.07487864792346954,0.9999617338180542,0.531349778175354,0.5579075813293457,0.057628046721220016,0.8218091130256653,0.4180171489715576,0.5351194143295288,-0.17146016657352448,0.9917203187942505,0.5735801458358765,0.5298839211463928,-0.2835545539855957,0.9712986946105957,0.4952470064163208,0.5277928709983826,-0.2589510381221771,0.9929187297821045,0.5872756838798523,0.5217818021774292,-0.347608357667923,0.9532003998756409,0.512160062789917,0.5236170887947083,-0.29665708541870117,0.9825952053070068,0.5862464904785156,0.5161595940589905,-0.35724470019340515,0.9556241631507874,0.5129725933074951,0.5164543986320496,-0.29606249928474426,0.9807604551315308,0.5801005363464355,0.5179727673530579,-0.2989068627357483,0.9392043948173523,0.5097953081130981,0.51804518699646,-0.2561899721622467,0.968709409236908,0.508603572845459,0.6043552756309509,0.06642214953899384,0.9998406767845154,0.4363729953765869,0.6000908613204956,-0.06631648540496826,0.99974125623703,0.5206005573272705,0.6882416605949402,0.04136006906628609,0.9899237155914307,0.39332205057144165,0.680504322052002,-0.04894380643963814,0.9929150342941284,0.5401378870010376,0.7704178690910339,0.22319360077381134,0.9893122911453247,0.3361063301563263,0.7544783353805542,0.18218448758125305,0.9886825084686279,0.5285106897354126,0.7806145548820496,0.23270265758037567,0.9081709980964661,0.3238913118839264,0.7603160738945007,0.19697828590869904,0.8020996451377869,0.5711142420768738,0.7988330125808716,0.05883251130580902,0.9804167747497559,0.3375365436077118,0.7801578640937805,0.010714396834373474,0.9797163009643555
IMG_9681 2,8,265,good,0.5262632369995117,0.4507998824119568,-0.17216232419013977,0.999989926815033,0.527411699295044,0.44416776299476624,-0.14198154211044312,0.9999901652336121,0.5292208790779114,0.4444723427295685,-0.14202424883842468,0.9999882578849792,0.5307143330574036,0.44475001096725464,-0.1420273333787918,0.9999886751174927,0.5188086032867432,0.4430655241012573,-0.16895551979541779,0.9999847412109375,0.5140156149864197,0.44257551431655884,-0.1689596176147461,0.9999820590019226,0.5083664655685425,0.44200414419174194,-0.16898000240325928,0.9999818205833435,0.5225814580917358,0.4475620687007904,0.03428981080651283,0.9999698996543884,0.48981374502182007,0.4438950717449188,-0.09062329679727554,0.9999881386756897,0.526285707950592,0.45885688066482544,-0.10385281592607498,0.9999889135360718,0.5159951448440552,0.4576079249382019,-0.13969311118125916,0.9999918341636658,0.5366007685661316,0.49719786643981934,0.17037323117256165,0.9999624490737915,0.43879014253616333,0.48149755597114563,-0.07452241331338882,0.9999595284461975,0.5313912630081177,0.5578155517578125,0.057625122368335724,0.8211030960083008,0.4184826910495758,0.5350397229194641,-0.1839197278022766,0.9914742112159729,0.5735979676246643,0.5293349623680115,-0.2799357771873474,0.9719147086143494,0.493808776140213,0.5277167558670044,-0.2917468249797821,0.9928484559059143,0.5872276425361633,0.521120011806488,-0.3440406024456024,0.9541515707969666,0.5090160369873047,0.5234105587005615,-0.33359599113464355,0.9825815558433533,0.5860339403152466,0.5154513716697693,-0.3538547456264496,0.9565252661705017,0.5101279020309448,0.516162633895874,-0.33472833037376404,0.9807789325714111,0.5799190402030945,0.5172443985939026,-0.29525434970855713,0.9403852224349976,0.5078288912773132,0.517788827419281,-0.291117787361145,0.9687790870666504,0.5086832046508789,0.6043784618377686,0.06657059490680695,0.999837338924408,0.4362965226173401,0.6001129150390625,-0.06646683067083359,0.9997326135635376,0.5200613737106323,0.6882184743881226,0.04559764638543129,0.9898844957351685,0.39341095089912415,0.6805028319358826,-0.05544097721576691,0.9930237531661987,0.5393654108047485,0.7701947689056396,0.2295873612165451,0.9894213080406189,0.3361184298992157,0.7544833421707153,0.16375136375427246,0.9888066649436951,0.528630793094635,0.7798627614974976,0.23828686773777008,0.9095001816749573,0.3237147331237793,0.7603399753570557,0.17735819518566132,0.8027049899101257,0.5703598856925964,0.7987107634544373,0.06809782981872559,0.9806180000305176,0.3379095196723938,0.7803917527198792,-0.008078870363533497,0.9799519181251526
IMG_9681 2,9,298,good,0.5256006717681885,0.45059800148010254,-0.15344572067260742,0.9999892711639404,0.5267967581748962,0.44402214884757996,-0.12317702919244766,0.9999896287918091,0.5286730527877808,0.4443390667438507,-0.12321669608354568,0.9999876618385315,0.5302272439002991,0.4446289539337158,-0.12322168797254562,0.9999881386756897,0.5182235240936279,0.44290509819984436,-0.14973656833171844,0.9999837875366211,0.5132980346679688,0.44239917397499084,-0.14974266290664673,0.9999809265136719,0.5077303647994995,0.44184619188308716,-0.14975294470787048,0.9999806880950928,0.5221840739250183,0.44749727845191956,0.048645980656147,0.9999680519104004,0.4890359938144684,0.44381165504455566,-0.07391857355833054,0.9999872446060181,0.525740385055542,0.45860791206359863,-0.08715197443962097,0.9999879598617554,0.5154675841331482,0.4573458433151245,-0.12247291952371597,0.9999910593032837,0.536719024181366,0.4971730709075928,0.1736108362674713,0.9999614357948303,0.4388495981693268,0.48152780532836914,-0.06122110038995743,0.9999568462371826,0.531410813331604,0.5577897429466248,0.057863835245370865,0.8194754719734192,0.4193972051143646,0.5352077484130859,-0.15925535559654236,0.9912288188934326,0.5735136270523071,0.5288189649581909,-0.2700493335723877,0.9719367623329163,0.49372780323028564,0.5271517038345337,-0.24421678483486176,0.9927033185958862,0.5871838331222534,0.520686149597168,-0.3324882686138153,0.9541609287261963,0.5081693530082703,0.5221988558769226,-0.2825561761856079,0.9823094606399536,0.5860345363616943,0.5148448944091797,-0.3405531048774719,0.9565106630325317,0.5096617937088013,0.5147139430046082,-0.2828291952610016,0.9804941415786743,0.5799015164375305,0.5167698860168457,-0.2845493257045746,0.940441370010376,0.5075638294219971,0.516546905040741,-0.24289047718048096,0.9684394001960754,0.5089432597160339,0.6044174432754517,0.06616919487714767,0.99983811378479,0.4363270401954651,0.6001344919204712,-0.06606459617614746,0.9997299909591675,0.5200761556625366,0.6881347298622131,0.04186306521296501,0.9897850155830383,0.3938917815685272,0.6804858446121216,-0.0520799420773983,0.992945671081543,0.5391313433647156,0.7701740860939026,0.22452250123023987,0.9893972277641296,0.3362604081630707,0.7544877529144287,0.17075003683567047,0.9885581731796265,0.5288069248199463,0.7797021865844727,0.2319970428943634,0.9089973568916321,0.3237510919570923,0.7604110836982727,0.18468521535396576,0.7996311783790588,0.5703402757644653,0.798710823059082,0.0630691796541214,0.9805088639259338,0.33804893493652344,0.7804393172264099,0.003114918479695916,0.9796315431594849
IMG_9681 2,10,332,good,0.5249826312065125,0.45011183619499207,-0.14590837061405182,0.9999892115592957,0.5262734889984131,0.44360917806625366,-0.11485741287469864,0.9999896883964539,0.5281769633293152,0.44390782713890076,-0.11490023881196976,0.999987781047821,0.5297768712043762,0.4442040026187897,-0.11491136997938156,0.9999882578849792,0.5176896452903748,0.4425794780254364,-0.1428377777338028,0.9999837279319763,0.5126785039901733,0.44211483001708984,-0.14284683763980865,0.9999808669090271,0.5073202252388,0.4416296184062958,-0.14286382496356964,0.9999805688858032,0.5216535925865173,0.4472541809082031,0.061164289712905884,0.9999678730964661,0.4886571168899536,0.4436589181423187,-0.06759797036647797,0.9999872446060181,0.5252193808555603,0.45809856057167053,-0.07798035442829132,0.9999878406524658,0.5149726867675781,0.4569009840488434,-0.11515245586633682,0.9999908208847046,0.5364487171173096,0.4969955086708069,0.19111397862434387,0.9999614953994751,0.43891212344169617,0.48145824670791626,-0.06180369853973389,0.9999558925628662,0.5317363739013672,0.5572008490562439,0.06787597388029099,0.8132127523422241,0.4248496890068054,0.5345784425735474,-0.16195742785930634,0.9908463954925537,0.5734149217605591,0.5286556482315063,-0.2665964365005493,0.9716518521308899,0.493807315826416,0.5265471935272217,-0.2407303750514984,0.9924226999282837,0.5871838331222534,0.5203055739402771,-0.32941195368766785,0.9540417194366455,0.5083584189414978,0.5214790105819702,-0.27884402871131897,0.981838047504425,0.5860533714294434,0.5143405199050903,-0.3385654389858246,0.9564200639724731,0.5099835991859436,0.5139746069908142,-0.27984553575515747,0.9799973368644714,0.5799067616462708,0.5164906978607178,-0.28201958537101746,0.9404012560844421,0.5078010559082031,0.515826940536499,-0.23928984999656677,0.9677547216415405,0.5096394419670105,0.6042944192886353,0.07023131102323532,0.9998416304588318,0.43701106309890747,0.6001065373420715,-0.07012372463941574,0.9997319579124451,0.520220160484314,0.688101053237915,0.04118673503398895,0.9895012974739075,0.3958073854446411,0.6804153919219971,-0.061401572078466415,0.9929214715957642,0.5376051068305969,0.7703139781951904,0.22141852974891663,0.9894131422042847,0.33621183037757874,0.7544606924057007,0.15724055469036102,0.9885532855987549,0.5265498161315918,0.7800039649009705,0.2273857593536377,0.910408079624176,0.32367512583732605,0.7604452967643738,0.17049841582775116,0.8001314401626587,0.5705099701881409,0.7988399267196655,0.06113629415631294,0.980657160282135,0.33825820684432983,0.7805145978927612,-0.01022893376648426,0.9798031449317932
